OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;nivel_numero
71;ANDINA;BOYACÁ;LABRANZAGRANDE;15377;Baja;21/09/2026;5.8;114.7;29.0;1
72;ANDINA;BOYACÁ;MONGUA;15464;Baja;21/09/2026;11.1;69.2;30.0;1
73;ANDINA;BOYACÁ;PAJARITO;15518;Baja;21/09/2026;7.2;132.7;29.0;1
74;ANDINA;BOYACÁ;SANTA MARÍA;15690;Baja;21/09/2026;7.9;106.1;27.0;1
75;ANDINA;BOYACÁ;SOCOTÁ;15755;Baja;21/09/2026;11.2;30.0;22.0;1
76;AMAZONÍA;CAQUETÁ;EL DONCELLO;18247;Baja;21/09/2026;-;-;-;1
77;AMAZONÍA;CAQUETÁ;EL PAUJÍL;18256;Baja;21/09/2026;-;-;-;1
78;AMAZONÍA;CAQUETÁ;FLORENCIA;18001;Baja;21/09/2026;-;-;-;1
79;AMAZONÍA;CAQUETÁ;LA MONTAÑITA;18410;Baja;21/09/2026;-;-;-;1
80;AMAZONÍA;CAQUETÁ;SAN JOSÉ DEL FRAGUA;18610;Baja;21/09/2026;7.0;124.6;26.0;1
81;ORINOQUÍA;CASANARE;NUNCHÍA;85225;Baja;21/09/2026;19.8;37.8;24.0;1
82;ORINOQUÍA;CASANARE;RECETOR;85279;Baja;21/09/2026;4.4;80.8;29.0;1
83;ORINOQUÍA;CASANARE;TÁMARA;85400;Baja;21/09/2026;22.0;63.2;26.0;1
84;PACÍFICO;CAUCA;MORALES;19473;Baja;21/09/2026;17.5;18.2;6.0;1
85;PACÍFICO;CAUCA;PIAMONTE;19533;Baja;21/09/2026;5.2;149.2;27.0;1
86;CARIBE;CESAR;AGUACHICA;20011;Baja;21/09/2026;-;-;-;1
87;CARIBE;CESAR;LA GLORIA;20383;Baja;21/09/2026;-;-;-;1
88;CARIBE;CESAR;MANAURE BALCÓN DEL CESAR;20443;Baja;21/09/2026;-;-;-;1
89;CARIBE;CESAR;SAN ALBERTO;20710;Baja;21/09/2026;-;-;-;1
90;CARIBE;CESAR;SAN MARTÍN;20770;Baja;21/09/2026;-;-;-;1
91;PACÍFICO;CHOCÓ;ACANDÍ;27006;Baja;21/09/2026;-;-;-;1
92;PACÍFICO;CHOCÓ;CARMEN DEL DARIÉN;27150;Baja;21/09/2026;34.8;47.9;23.0;1
93;PACÍFICO;CHOCÓ;UNGUÍA;27800;Baja;21/09/2026;26.3;41.8;24.0;1
94;ANDINA;CUNDINAMARCA;FOSCA;25281;Baja;21/09/2026;10.3;29.0;22.0;1
95;ANDINA;CUNDINAMARCA;FÓMEQUE;25279;Baja;21/09/2026;4.7;21.2;28.0;1
96;ANDINA;CUNDINAMARCA;GACHALÁ;25293;Baja;21/09/2026;10.0;92.6;28.0;1
97;ANDINA;CUNDINAMARCA;GUTIÉRREZ;25339;Baja;21/09/2026;9.0;28.8;22.0;1
98;ANDINA;CUNDINAMARCA;JUNÍN;25372;Baja;21/09/2026;3.2;34.6;28.0;1
99;ANDINA;CUNDINAMARCA;PARATEBUENO;25530;Baja;21/09/2026;4.8;71.0;23.0;1
100;ANDINA;CUNDINAMARCA;UBALÁ;25839;Baja;21/09/2026;13.3;84.1;28.0;1
101;CARIBE;CÓRDOBA;CIÉNAGA DE ORO;23189;Baja;21/09/2026;47.6;51.3;19.0;1
102;CARIBE;CÓRDOBA;MONTERÍA;23001;Baja;21/09/2026;26.5;43.7;21.0;1
103;CARIBE;CÓRDOBA;PLANETA RICA;23555;Baja;21/09/2026;44.5;73.7;21.0;1
104;CARIBE;CÓRDOBA;PURÍSIMA DE LA CONCEPCIÓN;23586;Baja;21/09/2026;66.3;71.4;14.0;1
105;CARIBE;CÓRDOBA;SAHAGÚN;23660;Baja;21/09/2026;47.6;51.0;19.0;1
106;CARIBE;CÓRDOBA;SAN ANTERO;23672;Baja;21/09/2026;56.6;61.7;15.0;1
107;CARIBE;LA GUAJIRA;EL MOLINO;44110;Baja;21/09/2026;-;-;-;1
108;CARIBE;LA GUAJIRA;FONSECA;44279;Baja;21/09/2026;-;-;-;1
109;CARIBE;LA GUAJIRA;LA JAGUA DEL PILAR;44420;Baja;21/09/2026;-;-;-;1
110;CARIBE;LA GUAJIRA;SAN JUAN DEL CESAR;44650;Baja;21/09/2026;-;-;-;1
111;CARIBE;LA GUAJIRA;VILLANUEVA;44874;Baja;21/09/2026;-;-;-;1
112;CARIBE;MAGDALENA;ARACATACA;47053;Baja;21/09/2026;32.0;55.0;18.0;1
113;ORINOQUÍA;META;EL DORADO;50270;Baja;21/09/2026;0.1;131.1;23.0;1
114;ORINOQUÍA;META;GUAMAL;50318;Baja;21/09/2026;2.7;114.0;23.0;1
115;ORINOQUÍA;META;LEJANÍAS;50400;Baja;21/09/2026;1.0;113.2;25.0;1
116;PACÍFICO;NARIÑO;IPIALES;52356;Baja;21/09/2026;-;-;-;1
117;ANDINA;NORTE DE SANTANDER;CONVENCIÓN;54206;Baja;21/09/2026;-;-;-;1
118;ANDINA;NORTE DE SANTANDER;EL CARMEN;54245;Baja;21/09/2026;-;-;-;1
119;ANDINA;NORTE DE SANTANDER;EL TARRA;54250;Baja;21/09/2026;-;-;-;1
120;ANDINA;NORTE DE SANTANDER;LA ESPERANZA;54385;Baja;21/09/2026;-;-;-;1
121;ANDINA;NORTE DE SANTANDER;TEORAMA;54800;Baja;21/09/2026;-;-;-;1
122;ANDINA;NORTE DE SANTANDER;TIBÚ;54810;Baja;21/09/2026;-;-;-;1
123;ANDINA;NORTE DE SANTANDER;ÁBREGO;54003;Baja;21/09/2026;-;-;-;1
124;AMAZONÍA;PUTUMAYO;SANTIAGO;86760;Baja;21/09/2026;4.1;66.7;29.0;1
125;AMAZONÍA;PUTUMAYO;VILLAGARZÓN;86885;Baja;21/09/2026;3.9;123.4;27.0;1
126;ANDINA;RISARALDA;MISTRATÓ;66456;Baja;21/09/2026;35.2;37.3;17.0;1
127;ANDINA;SANTANDER;SAN VICENTE DE CHUCURÍ;68689;Baja;21/09/2026;-;-;-;1
128;PACÍFICO;VALLE DEL CAUCA;CALIMA;76126;Baja;21/09/2026;25.7;34.6;16.0;1
129;PACÍFICO;VALLE DEL CAUCA;DAGUA;76233;Baja;21/09/2026;16.9;19.1;18.0;1
130;ANDINA;ANTIOQUIA;ANORÍ;05040;Moderada;21/09/2026;21.8;88.1;22.0;2
131;ANDINA;ANTIOQUIA;CÁCERES;05120;Moderada;21/09/2026;19.1;175.4;21.0;2
132;ANDINA;ANTIOQUIA;ITUANGO;05361;Moderada;21/09/2026;25.6;51.9;21.0;2
133;ANDINA;ANTIOQUIA;MUTATÁ;05480;Moderada;21/09/2026;54.4;67.3;23.0;2
134;ANDINA;ANTIOQUIA;NECHÍ;05495;Moderada;21/09/2026;29.1;114.0;21.0;2
135;ANDINA;ANTIOQUIA;SEGOVIA;05736;Moderada;21/09/2026;34.9;90.2;19.0;2
136;ANDINA;ANTIOQUIA;TARAZÁ;05790;Moderada;21/09/2026;20.6;92.8;22.0;2
137;ANDINA;ANTIOQUIA;ZARAGOZA;05895;Moderada;21/09/2026;32.9;162.0;21.0;2
138;CARIBE;BOLÍVAR;ALTOS DEL ROSARIO;13030;Moderada;21/09/2026;-;-;-;2
139;CARIBE;BOLÍVAR;ARENAL;13042;Moderada;21/09/2026;31.2;69.3;19.0;2
140;CARIBE;BOLÍVAR;BARRANCO DE LOBA;13074;Moderada;21/09/2026;-;-;-;2
141;CARIBE;BOLÍVAR;CANTAGALLO;13160;Moderada;21/09/2026;42.6;99.7;18.0;2
142;CARIBE;BOLÍVAR;MONTECRISTO;13458;Moderada;21/09/2026;46.7;95.1;20.0;2
143;CARIBE;BOLÍVAR;MORALES;13473;Moderada;21/09/2026;25.6;60.0;17.0;2
144;CARIBE;BOLÍVAR;NOROSÍ;13490;Moderada;21/09/2026;-;-;-;2
145;CARIBE;BOLÍVAR;RÍO VIEJO;13600;Moderada;21/09/2026;15.3;61.7;19.0;2
146;CARIBE;BOLÍVAR;SAN MARTÍN DE LOBA;13667;Moderada;21/09/2026;-;-;-;2
147;CARIBE;BOLÍVAR;SAN PABLO;13670;Moderada;21/09/2026;50.1;95.7;16.0;2
148;CARIBE;BOLÍVAR;SANTA ROSA DEL SUR;13688;Moderada;21/09/2026;48.7;110.1;16.0;2
149;CARIBE;BOLÍVAR;SIMITÍ;13744;Moderada;21/09/2026;38.4;97.1;15.0;2
150;CARIBE;BOLÍVAR;TIQUISIO;13810;Moderada;21/09/2026;36.4;58.0;18.0;2
151;ANDINA;BOYACÁ;CAMPOHERMOSO;15135;Moderada;21/09/2026;26.0;135.8;29.0;2
152;ANDINA;BOYACÁ;CHISCAS;15180;Moderada;21/09/2026;11.8;18.9;20.0;2
153;ANDINA;BOYACÁ;GÜICÁN DE LA SIERRA;15332;Moderada;21/09/2026;7.0;49.9;23.0;2
154;ANDINA;BOYACÁ;MACANAL;15425;Moderada;21/09/2026;5.1;63.5;26.0;2
155;ANDINA;BOYACÁ;MIRAFLORES;15455;Moderada;21/09/2026;9.5;81.3;29.0;2
156;ANDINA;BOYACÁ;PAYA;15533;Moderada;21/09/2026;23.4;84.6;27.0;2
157;ANDINA;BOYACÁ;PISBA;15550;Moderada;21/09/2026;31.8;96.6;27.0;2
158;ANDINA;BOYACÁ;PÁEZ;15514;Moderada;21/09/2026;16.7;126.5;29.0;2
159;ANDINA;BOYACÁ;SAN LUIS DE GACENO;15667;Moderada;21/09/2026;21.7;116.3;27.0;2
160;ORINOQUÍA;CASANARE;MONTERREY;85162;Moderada;21/09/2026;4.4;68.7;28.0;2
161;ORINOQUÍA;CASANARE;SABANALARGA;85300;Moderada;21/09/2026;8.4;99.5;27.0;2
162;ORINOQUÍA;CASANARE;YOPAL;85001;Moderada;21/09/2026;11.7;72.8;24.0;2
163;PACÍFICO;CAUCA;GUAPI;19318;Moderada;21/09/2026;44.3;118.7;23.0;2
164;PACÍFICO;CHOCÓ;EL CARMEN DE ATRATO;27245;Moderada;21/09/2026;28.3;50.7;22.0;2
165;PACÍFICO;CHOCÓ;JURADÓ;27372;Moderada;21/09/2026;51.7;69.5;25.0;2
166;PACÍFICO;CHOCÓ;MEDIO ATRATO;27425;Moderada;21/09/2026;44.6;126.7;29.0;2
167;PACÍFICO;CHOCÓ;RIOSUCIO;27615;Moderada;21/09/2026;46.3;58.2;23.0;2
168;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;Moderada;21/09/2026;43.1;124.8;27.0;2
169;ANDINA;CUNDINAMARCA;QUETAME;25594;Moderada;21/09/2026;33.1;80.1;26.0;2
170;CARIBE;CÓRDOBA;PUERTO LIBERTADOR;23580;Moderada;21/09/2026;33.2;74.4;22.0;2
171;CARIBE;CÓRDOBA;SAN JOSÉ DE URÉ;23682;Moderada;21/09/2026;46.9;111.7;21.0;2
172;CARIBE;CÓRDOBA;TIERRALTA;23807;Moderada;21/09/2026;23.1;37.9;23.0;2
173;CARIBE;LA GUAJIRA;HATONUEVO;44378;Moderada;21/09/2026;-;-;-;2
174;CARIBE;MAGDALENA;CIÉNAGA;47189;Moderada;21/09/2026;47.5;57.0;18.0;2
175;CARIBE;MAGDALENA;SANTA MARTA;47001;Moderada;21/09/2026;21.8;35.0;20.0;2
176;ORINOQUÍA;META;ACACÍAS;50006;Moderada;21/09/2026;10.6;109.0;23.0;2
177;ORINOQUÍA;META;EL CASTILLO;50251;Moderada;21/09/2026;1.2;140.2;24.0;2
178;ORINOQUÍA;META;SAN JUAN DE ARAMA;50683;Moderada;21/09/2026;1.7;102.6;24.0;2
179;ORINOQUÍA;META;SAN JUANITO;50686;Moderada;21/09/2026;24.0;139.1;29.0;2
180;PACÍFICO;NARIÑO;LOS ANDES;52418;Moderada;21/09/2026;19.6;39.3;15.0;2
181;PACÍFICO;NARIÑO;RICAURTE;52612;Moderada;21/09/2026;25.9;81.2;26.0;2
182;ANDINA;NORTE DE SANTANDER;CHITAGÁ;54174;Moderada;21/09/2026;17.1;78.9;27.0;2
183;AMAZONÍA;PUTUMAYO;ORITO;86320;Moderada;21/09/2026;1.0;81.2;27.0;2
184;ANDINA;RISARALDA;PUEBLO RICO;66572;Moderada;21/09/2026;48.9;49.1;13.0;2
185;PACÍFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;Moderada;21/09/2026;29.6;64.1;24.0;2
