divipola,municipio,departamento,fuente
08141,CANDELARIA,ATLÁNTICO,amenaza_deslizamientos
08296,GALAPA,ATLÁNTICO,amenaza_deslizamientos
08372,JUAN DE ACOSTA,ATLÁNTICO,amenaza_deslizamientos
08421,LURUACO,ATLÁNTICO,amenaza_deslizamientos
08433,MALAMBO,ATLÁNTICO,amenaza_deslizamientos
08436,MANATÍ,ATLÁNTICO,amenaza_deslizamientos
08520,PALMAR DE VARELA,ATLÁNTICO,amenaza_deslizamientos
08549,PIOJÓ,ATLÁNTICO,amenaza_deslizamientos
08558,POLONUEVO,ATLÁNTICO,amenaza_deslizamientos
08560,PONEDERA,ATLÁNTICO,amenaza_deslizamientos
08573,PUERTO COLOMBIA,ATLÁNTICO,amenaza_deslizamientos
08606,REPELÓN,ATLÁNTICO,amenaza_deslizamientos
08634,SABANAGRANDE,ATLÁNTICO,amenaza_deslizamientos
08638,SABANALARGA,ATLÁNTICO,amenaza_deslizamientos
08675,SANTA LUCÍA,ATLÁNTICO,amenaza_deslizamientos
08685,SANTO TOMÁS,ATLÁNTICO,amenaza_deslizamientos
08758,SOLEDAD,ATLÁNTICO,amenaza_deslizamientos
08770,SUAN,ATLÁNTICO,amenaza_deslizamientos
08832,TUBARÁ,ATLÁNTICO,amenaza_deslizamientos
08849,USIACURÍ,ATLÁNTICO,amenaza_deslizamientos
13001,CARTAGENA DE INDIAS,BOLÍVAR,amenaza_deslizamientos
13006,ACHÍ,BOLÍVAR,amenaza_deslizamientos
13030,ALTOS DEL ROSARIO,BOLÍVAR,amenaza_deslizamientos
13042,ARENAL,BOLÍVAR,amenaza_deslizamientos
13052,ARJONA,BOLÍVAR,amenaza_deslizamientos
13062,ARROYOHONDO,BOLÍVAR,amenaza_deslizamientos
13074,BARRANCO DE LOBA,BOLÍVAR,amenaza_deslizamientos
13140,CALAMAR,BOLÍVAR,amenaza_deslizamientos
13160,CANTAGALLO,BOLÍVAR,amenaza_deslizamientos
13188,CICUCO,BOLÍVAR,amenaza_deslizamientos
13212,CÓRDOBA,BOLÍVAR,amenaza_deslizamientos
13222,CLEMENCIA,BOLÍVAR,amenaza_deslizamientos
13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,amenaza_deslizamientos
13248,EL GUAMO,BOLÍVAR,amenaza_deslizamientos
13268,EL PEÑÓN,BOLÍVAR,amenaza_deslizamientos
13433,MAHATES,BOLÍVAR,amenaza_deslizamientos
13440,MARGARITA,BOLÍVAR,amenaza_deslizamientos
13442,MARÍA LA BAJA,BOLÍVAR,amenaza_deslizamientos
13458,MONTECRISTO,BOLÍVAR,amenaza_deslizamientos
13468,MOMPÓS,BOLÍVAR,amenaza_deslizamientos
13473,MORALES,BOLÍVAR,amenaza_deslizamientos
13490,NOROSÍ,BOLÍVAR,amenaza_deslizamientos
13549,PINILLOS,BOLÍVAR,amenaza_deslizamientos
13580,REGIDOR,BOLÍVAR,amenaza_deslizamientos
13600,RÍO VIEJO,BOLÍVAR,amenaza_deslizamientos
13620,SAN CRISTÓBAL,BOLÍVAR,amenaza_deslizamientos
13647,SAN ESTANISLAO,BOLÍVAR,amenaza_deslizamientos
13654,SAN JACINTO,BOLÍVAR,amenaza_deslizamientos
13655,SAN JACINTO DEL CAUCA,BOLÍVAR,amenaza_deslizamientos
13657,SAN JUAN NEPOMUCENO,BOLÍVAR,amenaza_deslizamientos
13667,SAN MARTÍN DE LOBA,BOLÍVAR,amenaza_deslizamientos
13670,SAN PABLO,BOLÍVAR,amenaza_deslizamientos
13673,SANTA CATALINA,BOLÍVAR,amenaza_deslizamientos
13683,SANTA ROSA,BOLÍVAR,amenaza_deslizamientos
13688,SANTA ROSA DEL SUR,BOLÍVAR,amenaza_deslizamientos
13744,SIMITÍ,BOLÍVAR,amenaza_deslizamientos
13760,SOPLAVIENTO,BOLÍVAR,amenaza_deslizamientos
13780,TALAIGUA NUEVO,BOLÍVAR,amenaza_deslizamientos
13810,TIQUISIO,BOLÍVAR,amenaza_deslizamientos
13836,TURBACO,BOLÍVAR,amenaza_deslizamientos
13838,TURBANÁ,BOLÍVAR,amenaza_deslizamientos
13873,VILLANUEVA,BOLÍVAR,amenaza_deslizamientos
13894,ZAMBRANO,BOLÍVAR,amenaza_deslizamientos
20032,ASTREA,CESAR,amenaza_deslizamientos
20060,BOSCONIA,CESAR,amenaza_deslizamientos
20175,CHIMICHAGUA,CESAR,amenaza_deslizamientos
20178,CHIRIGUANÁ,CESAR,amenaza_deslizamientos
20228,CURUMANÍ,CESAR,amenaza_deslizamientos
20238,EL COPEY,CESAR,amenaza_deslizamientos
20250,EL PASO,CESAR,amenaza_deslizamientos
20295,GAMARRA,CESAR,amenaza_deslizamientos
20310,GONZÁLEZ,CESAR,amenaza_deslizamientos
20383,LA GLORIA,CESAR,amenaza_deslizamientos
20400,LA JAGUA DE IBIRICO,CESAR,amenaza_deslizamientos
20443,MANAURE BALCÓN DEL CESAR,CESAR,amenaza_deslizamientos
20517,PAILITAS,CESAR,amenaza_deslizamientos
20550,PELAYA,CESAR,amenaza_deslizamientos
20614,RÍO DE ORO,CESAR,amenaza_deslizamientos
20710,SAN ALBERTO,CESAR,amenaza_deslizamientos
20750,SAN DIEGO,CESAR,amenaza_deslizamientos
20787,TAMALAMEQUE,CESAR,amenaza_deslizamientos
20001,VALLEDUPAR,CESAR,amenaza_deslizamientos
20013,AGUSTÍN CODAZZI,CESAR,amenaza_deslizamientos
20045,BECERRIL,CESAR,amenaza_deslizamientos
20621,LA PAZ,CESAR,amenaza_deslizamientos
20570,PUEBLO BELLO,CESAR,amenaza_deslizamientos
20770,SAN MARTÍN,CESAR,amenaza_deslizamientos
20011,AGUACHICA,CESAR,amenaza_deslizamientos
44078,BARRANCAS,LA GUAJIRA,amenaza_deslizamientos
44098,DISTRACCIÓN,LA GUAJIRA,amenaza_deslizamientos
44110,EL MOLINO,LA GUAJIRA,amenaza_deslizamientos
44279,FONSECA,LA GUAJIRA,amenaza_deslizamientos
44378,HATONUEVO,LA GUAJIRA,amenaza_deslizamientos
44420,LA JAGUA DEL PILAR,LA GUAJIRA,amenaza_deslizamientos
44855,URUMITA,LA GUAJIRA,amenaza_deslizamientos
44874,VILLANUEVA,LA GUAJIRA,amenaza_deslizamientos
44001,RIOHACHA,LA GUAJIRA,amenaza_deslizamientos
44035,ALBANIA,LA GUAJIRA,amenaza_deslizamientos
44090,DIBULLA,LA GUAJIRA,amenaza_deslizamientos
44650,SAN JUAN DEL CESAR,LA GUAJIRA,amenaza_deslizamientos
44847,URIBIA,LA GUAJIRA,amenaza_deslizamientos
44430,MAICAO,LA GUAJIRA,amenaza_deslizamientos
44560,MANAURE,LA GUAJIRA,amenaza_deslizamientos
47541,PEDRAZA,MAGDALENA,amenaza_deslizamientos
47030,ALGARROBO,MAGDALENA,amenaza_deslizamientos
47058,ARIGUANÍ,MAGDALENA,amenaza_deslizamientos
47161,CERRO DE SAN ANTONIO,MAGDALENA,amenaza_deslizamientos
47170,CHIVOLO,MAGDALENA,amenaza_deslizamientos
47205,CONCORDIA,MAGDALENA,amenaza_deslizamientos
47258,EL PIÑÓN,MAGDALENA,amenaza_deslizamientos
47268,EL RETÉN,MAGDALENA,amenaza_deslizamientos
47318,GUAMAL,MAGDALENA,amenaza_deslizamientos
47460,NUEVA GRANADA,MAGDALENA,amenaza_deslizamientos
47545,PIJIÑO DEL CARMEN,MAGDALENA,amenaza_deslizamientos
47551,PIVIJAY,MAGDALENA,amenaza_deslizamientos
47555,PLATO,MAGDALENA,amenaza_deslizamientos
47570,PUEBLOVIEJO,MAGDALENA,amenaza_deslizamientos
47605,REMOLINO,MAGDALENA,amenaza_deslizamientos
47660,SABANAS DE SAN ÁNGEL,MAGDALENA,amenaza_deslizamientos
47675,SALAMINA,MAGDALENA,amenaza_deslizamientos
47692,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA,amenaza_deslizamientos
47703,SAN ZENÓN,MAGDALENA,amenaza_deslizamientos
47707,SANTA ANA,MAGDALENA,amenaza_deslizamientos
47720,SANTA BÁRBARA DE PINTO,MAGDALENA,amenaza_deslizamientos
47745,SITIONUEVO,MAGDALENA,amenaza_deslizamientos
47798,TENERIFE,MAGDALENA,amenaza_deslizamientos
47960,ZAPAYÁN,MAGDALENA,amenaza_deslizamientos
47980,ZONA BANANERA,MAGDALENA,amenaza_deslizamientos
47053,ARACATACA,MAGDALENA,amenaza_deslizamientos
47189,CIÉNAGA,MAGDALENA,amenaza_deslizamientos
47288,FUNDACIÓN,MAGDALENA,amenaza_deslizamientos
47001,SANTA MARTA,MAGDALENA,amenaza_deslizamientos
47245,EL BANCO,MAGDALENA,amenaza_deslizamientos
70001,SINCELEJO,SUCRE,amenaza_deslizamientos
70110,BUENAVISTA,SUCRE,amenaza_deslizamientos
70124,CAIMITO,SUCRE,amenaza_deslizamientos
70204,COLOSÓ,SUCRE,amenaza_deslizamientos
70215,COROZAL,SUCRE,amenaza_deslizamientos
70221,COVEÑAS,SUCRE,amenaza_deslizamientos
70230,CHALÁN,SUCRE,amenaza_deslizamientos
70233,EL ROBLE,SUCRE,amenaza_deslizamientos
70235,GALERAS,SUCRE,amenaza_deslizamientos
70265,GUARANDA,SUCRE,amenaza_deslizamientos
70400,LA UNIÓN,SUCRE,amenaza_deslizamientos
70418,LOS PALMITOS,SUCRE,amenaza_deslizamientos
70429,MAJAGUAL,SUCRE,amenaza_deslizamientos
70508,OVEJAS,SUCRE,amenaza_deslizamientos
70523,PALMITO,SUCRE,amenaza_deslizamientos
70670,SAMPUÉS,SUCRE,amenaza_deslizamientos
70678,SAN BENITO ABAD,SUCRE,amenaza_deslizamientos
70702,SAN JUAN DE BETULIA,SUCRE,amenaza_deslizamientos
70708,SAN MARCOS,SUCRE,amenaza_deslizamientos
70713,SAN ONOFRE,SUCRE,amenaza_deslizamientos
70717,SAN PEDRO,SUCRE,amenaza_deslizamientos
70742,SAN LUIS DE SINCÉ,SUCRE,amenaza_deslizamientos
70771,SUCRE,SUCRE,amenaza_deslizamientos
70820,SANTIAGO DE TOLÚ,SUCRE,amenaza_deslizamientos
70823,SAN JOSÉ DE TOLUVIEJO,SUCRE,amenaza_deslizamientos
70473,MORROA,SUCRE,amenaza_deslizamientos
88001,SAN ANDRÉS,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",amenaza_deslizamientos
88564,PROVIDENCIA,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",amenaza_deslizamientos
81001,ARAUCA,ARAUCA,amenaza_deslizamientos
81591,PUERTO RONDÓN,ARAUCA,amenaza_deslizamientos
81220,CRAVO NORTE,ARAUCA,amenaza_deslizamientos
81065,ARAUQUITA,ARAUCA,amenaza_deslizamientos
15001,TUNJA,BOYACÁ,amenaza_deslizamientos
15051,ARCABUCO,BOYACÁ,amenaza_deslizamientos
15087,BELÉN,BOYACÁ,amenaza_deslizamientos
15092,BETÉITIVA,BOYACÁ,amenaza_deslizamientos
15097,BOAVITA,BOYACÁ,amenaza_deslizamientos
15104,BOYACÁ,BOYACÁ,amenaza_deslizamientos
15106,BRICEÑO,BOYACÁ,amenaza_deslizamientos
15109,BUENAVISTA,BOYACÁ,amenaza_deslizamientos
15114,BUSBANZÁ,BOYACÁ,amenaza_deslizamientos
15131,CALDAS,BOYACÁ,amenaza_deslizamientos
15162,CERINZA,BOYACÁ,amenaza_deslizamientos
15172,CHINAVITA,BOYACÁ,amenaza_deslizamientos
15176,CHIQUINQUIRÁ,BOYACÁ,amenaza_deslizamientos
15185,CHITARAQUE,BOYACÁ,amenaza_deslizamientos
15187,CHIVATÁ,BOYACÁ,amenaza_deslizamientos
15189,CIÉNEGA,BOYACÁ,amenaza_deslizamientos
15204,CÓMBITA,BOYACÁ,amenaza_deslizamientos
15212,COPER,BOYACÁ,amenaza_deslizamientos
15215,CORRALES,BOYACÁ,amenaza_deslizamientos
15380,LA CAPILLA,BOYACÁ,amenaza_deslizamientos
15401,LA VICTORIA,BOYACÁ,amenaza_deslizamientos
15403,LA UVITA,BOYACÁ,amenaza_deslizamientos
15542,PESCA,BOYACÁ,amenaza_deslizamientos
15572,PUERTO BOYACÁ,BOYACÁ,amenaza_deslizamientos
15580,QUÍPAMA,BOYACÁ,amenaza_deslizamientos
15757,SOCHA,BOYACÁ,amenaza_deslizamientos
15759,SOGAMOSO,BOYACÁ,amenaza_deslizamientos
15842,ÚMBITA,BOYACÁ,amenaza_deslizamientos
15861,VENTAQUEMADA,BOYACÁ,amenaza_deslizamientos
15879,VIRACACHÁ,BOYACÁ,amenaza_deslizamientos
15897,ZETAQUIRA,BOYACÁ,amenaza_deslizamientos
15218,COVARACHÍA,BOYACÁ,amenaza_deslizamientos
15224,CUCAITA,BOYACÁ,amenaza_deslizamientos
15226,CUÍTIVA,BOYACÁ,amenaza_deslizamientos
15232,CHÍQUIZA,BOYACÁ,amenaza_deslizamientos
15238,DUITAMA,BOYACÁ,amenaza_deslizamientos
15244,EL COCUY,BOYACÁ,amenaza_deslizamientos
15248,EL ESPINO,BOYACÁ,amenaza_deslizamientos
15272,FIRAVITOBA,BOYACÁ,amenaza_deslizamientos
15276,FLORESTA,BOYACÁ,amenaza_deslizamientos
15293,GACHANTIVÁ,BOYACÁ,amenaza_deslizamientos
15296,GÁMEZA,BOYACÁ,amenaza_deslizamientos
15317,GUACAMAYAS,BOYACÁ,amenaza_deslizamientos
15322,GUATEQUE,BOYACÁ,amenaza_deslizamientos
15362,IZA,BOYACÁ,amenaza_deslizamientos
15367,JENESANO,BOYACÁ,amenaza_deslizamientos
15368,JERICÓ,BOYACÁ,amenaza_deslizamientos
15407,VILLA DE LEYVA,BOYACÁ,amenaza_deslizamientos
15442,MARIPÍ,BOYACÁ,amenaza_deslizamientos
15466,MONGUÍ,BOYACÁ,amenaza_deslizamientos
15469,MONIQUIRÁ,BOYACÁ,amenaza_deslizamientos
15476,MOTAVITA,BOYACÁ,amenaza_deslizamientos
15480,MUZO,BOYACÁ,amenaza_deslizamientos
15491,NOBSA,BOYACÁ,amenaza_deslizamientos
15494,NUEVO COLÓN,BOYACÁ,amenaza_deslizamientos
15500,OICATÁ,BOYACÁ,amenaza_deslizamientos
15507,OTANCHE,BOYACÁ,amenaza_deslizamientos
15511,PACHAVITA,BOYACÁ,amenaza_deslizamientos
15516,PAIPA,BOYACÁ,amenaza_deslizamientos
15522,PANQUEBA,BOYACÁ,amenaza_deslizamientos
15531,PAUNA,BOYACÁ,amenaza_deslizamientos
15537,PAZ DE RÍO,BOYACÁ,amenaza_deslizamientos
15600,RÁQUIRA,BOYACÁ,amenaza_deslizamientos
15621,RONDÓN,BOYACÁ,amenaza_deslizamientos
15632,SABOYÁ,BOYACÁ,amenaza_deslizamientos
15638,SÁCHICA,BOYACÁ,amenaza_deslizamientos
15646,SAMACÁ,BOYACÁ,amenaza_deslizamientos
15664,SAN JOSÉ DE PARE,BOYACÁ,amenaza_deslizamientos
15673,SAN MATEO,BOYACÁ,amenaza_deslizamientos
15676,SAN MIGUEL DE SEMA,BOYACÁ,amenaza_deslizamientos
15681,SAN PABLO DE BORBUR,BOYACÁ,amenaza_deslizamientos
15686,SANTANA,BOYACÁ,amenaza_deslizamientos
15693,SANTA ROSA DE VITERBO,BOYACÁ,amenaza_deslizamientos
15696,SANTA SOFÍA,BOYACÁ,amenaza_deslizamientos
15720,SATIVANORTE,BOYACÁ,amenaza_deslizamientos
15723,SATIVASUR,BOYACÁ,amenaza_deslizamientos
15740,SIACHOQUE,BOYACÁ,amenaza_deslizamientos
15753,SOATÁ,BOYACÁ,amenaza_deslizamientos
15762,SORA,BOYACÁ,amenaza_deslizamientos
15763,SOTAQUIRÁ,BOYACÁ,amenaza_deslizamientos
15764,SORACÁ,BOYACÁ,amenaza_deslizamientos
15774,SUSACÓN,BOYACÁ,amenaza_deslizamientos
15776,SUTAMARCHÁN,BOYACÁ,amenaza_deslizamientos
15778,SUTATENZA,BOYACÁ,amenaza_deslizamientos
15790,TASCO,BOYACÁ,amenaza_deslizamientos
15798,TENZA,BOYACÁ,amenaza_deslizamientos
15804,TIBANÁ,BOYACÁ,amenaza_deslizamientos
15806,TIBASOSA,BOYACÁ,amenaza_deslizamientos
15808,TINJACÁ,BOYACÁ,amenaza_deslizamientos
15810,TIPACOQUE,BOYACÁ,amenaza_deslizamientos
15814,TOCA,BOYACÁ,amenaza_deslizamientos
15816,TOGÜÍ,BOYACÁ,amenaza_deslizamientos
15820,TÓPAGA,BOYACÁ,amenaza_deslizamientos
15822,TOTA,BOYACÁ,amenaza_deslizamientos
15832,TUNUNGUÁ,BOYACÁ,amenaza_deslizamientos
15835,TURMEQUÉ,BOYACÁ,amenaza_deslizamientos
15837,TUTA,BOYACÁ,amenaza_deslizamientos
15839,TUTAZÁ,BOYACÁ,amenaza_deslizamientos
15180,CHISCAS,BOYACÁ,amenaza_deslizamientos
25019,ALBÁN,CUNDINAMARCA,amenaza_deslizamientos
25035,ANAPOIMA,CUNDINAMARCA,amenaza_deslizamientos
25040,ANOLAIMA,CUNDINAMARCA,amenaza_deslizamientos
25053,ARBELÁEZ,CUNDINAMARCA,amenaza_deslizamientos
25086,BELTRÁN,CUNDINAMARCA,amenaza_deslizamientos
25095,BITUIMA,CUNDINAMARCA,amenaza_deslizamientos
25099,BOJACÁ,CUNDINAMARCA,amenaza_deslizamientos
25120,CABRERA,CUNDINAMARCA,amenaza_deslizamientos
25123,CACHIPAY,CUNDINAMARCA,amenaza_deslizamientos
25126,CAJICÁ,CUNDINAMARCA,amenaza_deslizamientos
25148,CAPARRAPÍ,CUNDINAMARCA,amenaza_deslizamientos
25154,CARMEN DE CARUPA,CUNDINAMARCA,amenaza_deslizamientos
25168,CHAGUANÍ,CUNDINAMARCA,amenaza_deslizamientos
25178,CHIPAQUE,CUNDINAMARCA,amenaza_deslizamientos
25181,CHOACHÍ,CUNDINAMARCA,amenaza_deslizamientos
25183,CHOCONTÁ,CUNDINAMARCA,amenaza_deslizamientos
25200,COGUA,CUNDINAMARCA,amenaza_deslizamientos
25214,COTA,CUNDINAMARCA,amenaza_deslizamientos
25224,CUCUNUBÁ,CUNDINAMARCA,amenaza_deslizamientos
25245,EL COLEGIO,CUNDINAMARCA,amenaza_deslizamientos
25258,EL PEÑÓN,CUNDINAMARCA,amenaza_deslizamientos
25269,FACATATIVÁ,CUNDINAMARCA,amenaza_deslizamientos
25286,FUNZA,CUNDINAMARCA,amenaza_deslizamientos
25288,FÚQUENE,CUNDINAMARCA,amenaza_deslizamientos
25295,GACHANCIPÁ,CUNDINAMARCA,amenaza_deslizamientos
25312,GRANADA,CUNDINAMARCA,amenaza_deslizamientos
25317,GUACHETÁ,CUNDINAMARCA,amenaza_deslizamientos
25320,GUADUAS,CUNDINAMARCA,amenaza_deslizamientos
25322,GUASCA,CUNDINAMARCA,amenaza_deslizamientos
25324,GUATAQUÍ,CUNDINAMARCA,amenaza_deslizamientos
25326,GUATAVITA,CUNDINAMARCA,amenaza_deslizamientos
25328,GUAYABAL DE SÍQUIMA,CUNDINAMARCA,amenaza_deslizamientos
25368,JERUSALÉN,CUNDINAMARCA,amenaza_deslizamientos
25377,LA CALERA,CUNDINAMARCA,amenaza_deslizamientos
25386,LA MESA,CUNDINAMARCA,amenaza_deslizamientos
25394,LA PALMA,CUNDINAMARCA,amenaza_deslizamientos
25398,LA PEÑA,CUNDINAMARCA,amenaza_deslizamientos
25402,LA VEGA,CUNDINAMARCA,amenaza_deslizamientos
25407,LENGUAZAQUE,CUNDINAMARCA,amenaza_deslizamientos
25426,MACHETÁ,CUNDINAMARCA,amenaza_deslizamientos
25430,MADRID,CUNDINAMARCA,amenaza_deslizamientos
25436,MANTA,CUNDINAMARCA,amenaza_deslizamientos
25483,NARIÑO,CUNDINAMARCA,amenaza_deslizamientos
25486,NEMOCÓN,CUNDINAMARCA,amenaza_deslizamientos
25488,NILO,CUNDINAMARCA,amenaza_deslizamientos
25489,NIMAIMA,CUNDINAMARCA,amenaza_deslizamientos
25491,NOCAIMA,CUNDINAMARCA,amenaza_deslizamientos
25506,VENECIA,CUNDINAMARCA,amenaza_deslizamientos
25513,PACHO,CUNDINAMARCA,amenaza_deslizamientos
25518,PAIME,CUNDINAMARCA,amenaza_deslizamientos
25524,PANDI,CUNDINAMARCA,amenaza_deslizamientos
25535,PASCA,CUNDINAMARCA,amenaza_deslizamientos
25572,PUERTO SALGAR,CUNDINAMARCA,amenaza_deslizamientos
25580,PULÍ,CUNDINAMARCA,amenaza_deslizamientos
25592,QUEBRADANEGRA,CUNDINAMARCA,amenaza_deslizamientos
25596,QUIPILE,CUNDINAMARCA,amenaza_deslizamientos
25599,APULO,CUNDINAMARCA,amenaza_deslizamientos
25612,RICAURTE,CUNDINAMARCA,amenaza_deslizamientos
25645,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,amenaza_deslizamientos
25649,SAN BERNARDO,CUNDINAMARCA,amenaza_deslizamientos
25653,SAN CAYETANO,CUNDINAMARCA,amenaza_deslizamientos
25658,SAN FRANCISCO,CUNDINAMARCA,amenaza_deslizamientos
25718,SASAIMA,CUNDINAMARCA,amenaza_deslizamientos
25736,SESQUILÉ,CUNDINAMARCA,amenaza_deslizamientos
25743,SILVANIA,CUNDINAMARCA,amenaza_deslizamientos
25745,SIMIJACA,CUNDINAMARCA,amenaza_deslizamientos
25758,SOPÓ,CUNDINAMARCA,amenaza_deslizamientos
25769,SUBACHOQUE,CUNDINAMARCA,amenaza_deslizamientos
25772,SUESCA,CUNDINAMARCA,amenaza_deslizamientos
25777,SUPATÁ,CUNDINAMARCA,amenaza_deslizamientos
25779,SUSA,CUNDINAMARCA,amenaza_deslizamientos
25781,SUTATAUSA,CUNDINAMARCA,amenaza_deslizamientos
25785,TABIO,CUNDINAMARCA,amenaza_deslizamientos
25793,TAUSA,CUNDINAMARCA,amenaza_deslizamientos
25797,TENA,CUNDINAMARCA,amenaza_deslizamientos
25799,TENJO,CUNDINAMARCA,amenaza_deslizamientos
25805,TIBACUY,CUNDINAMARCA,amenaza_deslizamientos
25807,TIBIRITA,CUNDINAMARCA,amenaza_deslizamientos
25815,TOCAIMA,CUNDINAMARCA,amenaza_deslizamientos
25817,TOCANCIPÁ,CUNDINAMARCA,amenaza_deslizamientos
25823,TOPAIPÍ,CUNDINAMARCA,amenaza_deslizamientos
25841,UBAQUE,CUNDINAMARCA,amenaza_deslizamientos
25843,VILLA DE SAN DIEGO DE UBATÉ,CUNDINAMARCA,amenaza_deslizamientos
25845,UNE,CUNDINAMARCA,amenaza_deslizamientos
25851,ÚTICA,CUNDINAMARCA,amenaza_deslizamientos
25862,VERGARA,CUNDINAMARCA,amenaza_deslizamientos
25867,VIANÍ,CUNDINAMARCA,amenaza_deslizamientos
25871,VILLAGÓMEZ,CUNDINAMARCA,amenaza_deslizamientos
25873,VILLAPINZÓN,CUNDINAMARCA,amenaza_deslizamientos
25875,VILLETA,CUNDINAMARCA,amenaza_deslizamientos
25878,VIOTÁ,CUNDINAMARCA,amenaza_deslizamientos
25885,YACOPÍ,CUNDINAMARCA,amenaza_deslizamientos
25898,ZIPACÓN,CUNDINAMARCA,amenaza_deslizamientos
25899,ZIPAQUIRÁ,CUNDINAMARCA,amenaza_deslizamientos
25001,AGUA DE DIOS,CUNDINAMARCA,amenaza_deslizamientos
54001,SAN JOSÉ DE CÚCUTA,NORTE DE SANTANDER,amenaza_deslizamientos
54003,ÁBREGO,NORTE DE SANTANDER,amenaza_deslizamientos
54051,ARBOLEDAS,NORTE DE SANTANDER,amenaza_deslizamientos
54099,BOCHALEMA,NORTE DE SANTANDER,amenaza_deslizamientos
54109,BUCARASICA,NORTE DE SANTANDER,amenaza_deslizamientos
54125,CÁCOTA,NORTE DE SANTANDER,amenaza_deslizamientos
54128,CÁCHIRA,NORTE DE SANTANDER,amenaza_deslizamientos
54172,CHINÁCOTA,NORTE DE SANTANDER,amenaza_deslizamientos
54223,CUCUTILLA,NORTE DE SANTANDER,amenaza_deslizamientos
54239,DURANIA,NORTE DE SANTANDER,amenaza_deslizamientos
54261,EL ZULIA,NORTE DE SANTANDER,amenaza_deslizamientos
54313,GRAMALOTE,NORTE DE SANTANDER,amenaza_deslizamientos
54344,HACARÍ,NORTE DE SANTANDER,amenaza_deslizamientos
54347,HERRÁN,NORTE DE SANTANDER,amenaza_deslizamientos
54377,LABATECA,NORTE DE SANTANDER,amenaza_deslizamientos
54385,LA ESPERANZA,NORTE DE SANTANDER,amenaza_deslizamientos
54398,LA PLAYA,NORTE DE SANTANDER,amenaza_deslizamientos
54405,LOS PATIOS,NORTE DE SANTANDER,amenaza_deslizamientos
54418,LOURDES,NORTE DE SANTANDER,amenaza_deslizamientos
54480,MUTISCUA,NORTE DE SANTANDER,amenaza_deslizamientos
54498,OCAÑA,NORTE DE SANTANDER,amenaza_deslizamientos
54518,PAMPLONA,NORTE DE SANTANDER,amenaza_deslizamientos
54520,PAMPLONITA,NORTE DE SANTANDER,amenaza_deslizamientos
54553,PUERTO SANTANDER,NORTE DE SANTANDER,amenaza_deslizamientos
54599,RAGONVALIA,NORTE DE SANTANDER,amenaza_deslizamientos
54660,SALAZAR,NORTE DE SANTANDER,amenaza_deslizamientos
54670,SAN CALIXTO,NORTE DE SANTANDER,amenaza_deslizamientos
54673,SAN CAYETANO,NORTE DE SANTANDER,amenaza_deslizamientos
54680,SANTIAGO,NORTE DE SANTANDER,amenaza_deslizamientos
54720,SARDINATA,NORTE DE SANTANDER,amenaza_deslizamientos
54743,SILOS,NORTE DE SANTANDER,amenaza_deslizamientos
54871,VILLA CARO,NORTE DE SANTANDER,amenaza_deslizamientos
54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,amenaza_deslizamientos
54206,CONVENCIÓN,NORTE DE SANTANDER,amenaza_deslizamientos
54245,EL CARMEN,NORTE DE SANTANDER,amenaza_deslizamientos
54800,TEORAMA,NORTE DE SANTANDER,amenaza_deslizamientos
54810,TIBÚ,NORTE DE SANTANDER,amenaza_deslizamientos
54250,EL TARRA,NORTE DE SANTANDER,amenaza_deslizamientos
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",amenaza_deslizamientos
50124,CABUYARO,META,amenaza_deslizamientos
50150,CASTILLA LA NUEVA,META,amenaza_deslizamientos
50287,FUENTE DE ORO,META,amenaza_deslizamientos
50313,GRANADA,META,amenaza_deslizamientos
50450,PUERTO CONCORDIA,META,amenaza_deslizamientos
50573,PUERTO LÓPEZ,META,amenaza_deslizamientos
50577,PUERTO LLERAS,META,amenaza_deslizamientos
50590,PUERTO RICO,META,amenaza_deslizamientos
50680,SAN CARLOS DE GUAROA,META,amenaza_deslizamientos
50689,SAN MARTÍN,META,amenaza_deslizamientos
50325,MAPIRIPÁN,META,amenaza_deslizamientos
50568,PUERTO GAITÁN,META,amenaza_deslizamientos
41001,NEIVA,HUILA,amenaza_deslizamientos
41306,GIGANTE,HUILA,amenaza_deslizamientos
41319,GUADALUPE,HUILA,amenaza_deslizamientos
41349,HOBO,HUILA,amenaza_deslizamientos
41357,ÍQUIRA,HUILA,amenaza_deslizamientos
41359,ISNOS,HUILA,amenaza_deslizamientos
41378,LA ARGENTINA,HUILA,amenaza_deslizamientos
41396,LA PLATA,HUILA,amenaza_deslizamientos
41483,NÁTAGA,HUILA,amenaza_deslizamientos
41503,OPORAPA,HUILA,amenaza_deslizamientos
41518,PAICOL,HUILA,amenaza_deslizamientos
41524,PALERMO,HUILA,amenaza_deslizamientos
41548,PITAL,HUILA,amenaza_deslizamientos
41615,RIVERA,HUILA,amenaza_deslizamientos
41660,SALADOBLANCO,HUILA,amenaza_deslizamientos
